index,Name,NACE code,Last avail. year,Year,Book Value per share USD,Capital expenditure per share USD,Cash flow USD,Current ratio (x),Dividends per share USD,Market capitalisation (mil) m USD,Market price - high USD,Market price - low USD,Market price - open USD,Market price - year end USD,Nominal value,Number of employees,Operating profit per share USD,Operating revenue (Turnover) USD,Operating revenue (Turnover) per share USD,P/L before tax USD,Net income,Profit margin (%),ROCE using P/L before tax (%),ROE using P/L before tax (%),Shareholders funds USD,Shares outstanding,Solvency ratio (Asset based) (%),Total assets USD,Working Capital per share USD,Market price - year(+1) end USD,Dividend yield,Return,logR,Ticker,Yf Market price,Yf Market price - year(+1),Yf Return,Yf logR
83878,BERGMAN & BEVING AKTIEBOLAG,4614,2018,2011,11.09,,44391.0,1.42,0.46,244.78,19.14,7.4,17.21,8.95,2.0,2681.0,2.26,1243866.0,45.46,48015.0,34275.0,3.86,12.41,15.83,303341.0,27361.0,35.88,845400.0,11.51,13.03,0.051396648044692746,0.4558659217877095,0.3756008588499897,BERG-B.ST,75.88819885253906,39.6156005859375,-0.4779741621893554,-0.6500381946029288
83879,MYCRONIC AB,2611,2018,2011,1.83,,-3002.0,3.58,0.0,169.88,3.03,1.28,2.6,1.73,1.0,561.0,-0.1,174330.0,1.78,-8274.0,-12897.0,-4.75,-4.46,-4.63,178826.0,97917.0,77.63,230369.0,0.7,1.58,0.0,-0.08670520231213867,-0.09069656147081204,MYCR.ST,18.5,12.199999809265135,-0.34054055085053314,-0.4163347959790736
83881,NEDERMAN HOLDING AB,2825,2018,2011,2.3,,18715.0,1.72,0.16,170.09,6.44,4.39,4.79,4.84,,1434.0,0.58,292826.0,8.33,15651.0,12602.0,5.35,12.86,19.36,80840.0,35146.0,33.67,240066.0,2.07,7.07,0.033057851239669415,0.4607438016528926,0.3789457591799411,NMAN.ST,37.5,40.0,0.06666666666666668,0.06453852113757116
83882,VBG GROUP AB,2920,2018,2011,7.41,,18726.0,3.02,0.33,137.19,18.58,9.91,14.95,11.0,2.5,477.0,1.61,172083.0,13.8,19010.0,13721.0,11.05,16.86,20.57,92422.0,12474.0,64.72,142799.0,4.12,13.99,0.03,0.27181818181818185,0.2404475158790192,VBG-B.ST,56.1436996459961,46.00669860839844,-0.18055456091270566,-0.19912746130962866
83886,QLIRO GROUP AB,4778,2018,2011,0.91,,13618.0,1.31,0.0,364.09,6.68,3.53,4.53,5.49,,403.0,0.28,494418.0,7.45,16116.0,12094.0,3.26,15.69,26.7,60368.0,66342.0,25.58,235971.0,0.17,6.15,0.0,0.1202185792349727,0.11352382629698715,QLRO.ST,25.29680061340332,41.791500091552734,0.6520468627724338,0.5020150419921043
83887,PROACT IT GROUP AB,6209,2018,2011,3.19,,14000.0,0.86,0.14,214.11,23.08,15.28,15.68,22.94,1.0,568.0,0.85,324031.0,34.72,6091.0,4285.0,1.88,11.83,20.44,29796.0,9334.0,13.63,218635.0,2.12,15.72,0.006102877070619006,-0.3147340889276373,-0.37794832470016415,PACT.ST,130.0,144.5,0.11153846153846153,0.10574505709690447
83888,SWEDOL AB,4778,2018,2011,1.2,,17640.0,2.72,0.0,247.54,5.37,3.06,4.19,4.3,,382.0,0.38,188655.0,3.28,21444.0,15622.0,11.37,28.43,31.11,68934.0,57600.0,64.7,106552.0,0.9,3.94,0.0,-0.08372093023255811,-0.08743429938967426,SWOL-B.ST,30.13319969177246,26.653600692749023,-0.11547393023693744,-0.12270329180527065
83889,KLOVERN AB,6209,2018,2011,8.26,,67923.0,0.23,0.55,626.26,10.28,6.16,9.84,7.52,5.0,130.0,1.37,197971.0,2.38,92692.0,67572.0,46.82,6.68,13.47,688129.0,83272.0,30.8,2234353.0,,7.87,0.07313829787234044,0.046542553191489436,0.04549192446756342,KLOV-A.ST,6.2727298736572275,4.654550075531006,-0.2579705854897213,-0.2983663944033468
83892,OEM INTERNATIONAL AB,2611,2018,2011,5.11,,22693.0,2.46,0.64,146.95,10.53,6.82,7.91,7.99,1.25,587.0,1.37,230788.0,12.54,25030.0,18569.0,10.85,23.78,26.62,94037.0,18402.0,63.31,148526.0,3.13,10.3,0.08010012515644556,0.2891113892365457,0.2539531354574069,OEM-B.ST,61.0,68.0,0.11475409836065575,0.10863384100279536
83893,KNOWIT AB,6209,2018,2011,6.78,,22199.0,1.05,0.47,119.47,13.28,5.92,10.34,6.9,1.0,1539.0,1.45,279878.0,16.16,24018.0,17014.0,8.58,17.29,20.45,117432.0,17324.0,51.43,228321.0,,7.16,0.0681159420289855,0.037681159420289816,0.03698856936934041,KNOW.ST,83.25,67.0,-0.1951951951951952,-0.2171555094695872
83894,BERGS TIMBER AB,1610,2018,2011,5.65,,1829.0,1.53,0.0,14.78,4.71,2.06,3.94,2.3,5.0,224.0,-2.08,134944.0,21.02,-8436.0,-6213.0,-6.25,-7.79,-23.26,36267.0,6419.0,33.99,106687.0,5.9,1.41,0.0,-0.3869565217391304,-0.4893194185450271,BRG-B.ST,5.08434009552002,3.1581099033355717,-0.3788554966812141,-0.4761915295626262
83896,ADDNODE GROUP AB,6209,2018,2011,4.14,,19440.0,1.22,0.34,109.35,5.66,3.27,3.77,4.04,12.0,758.0,0.64,191761.0,7.08,17573.0,15255.0,9.16,14.93,15.68,112053.0,27092.0,63.94,175242.0,0.96,5.61,0.08415841584158416,0.3886138613861387,0.3283060275615463,ANOD-B.ST,33.0,35.79999923706055,0.08484846172910747,0.0814403106290162
83897,DUROC AB,2841,2019,2011,3.98,,3470.0,1.84,0.0,14.49,2.89,1.86,2.66,2.08,1.0,215.0,0.44,85645.0,12.27,2700.0,1844.0,3.15,8.64,9.72,27789.0,6979.0,50.44,55098.0,1.94,1.75,0.0,-0.15865384615384615,-0.17275210577780392,DURC-B.ST,16.700000762939453,19.0,0.13772449892126307,0.12903021405873494
83898,MIDSONA AB,2120,2018,2011,4.23,,8130.0,1.44,0.0,43.19,2.87,1.67,1.89,1.93,20.0,272.0,0.31,172046.0,7.69,4791.0,4646.0,2.79,5.45,5.06,94662.0,22365.0,55.44,170739.0,0.95,2.06,0.0,0.06735751295336792,0.06518597988469554,MSON-B.ST,13.009599685668945,9.830300331115724,-0.2443810287303045,-0.2802180361134665
83899,VIKING SUPPLY SHIPS AB,5020,2018,2011,347.23,,-2177.0,0.73,0.0,137.67,464.6,123.41,442.82,132.85,10.0,888.0,-49.98,434030.0,418.82,-67707.0,-62421.0,-15.6,-7.01,-18.82,359837.0,1036.0,39.45,912146.0,31.75,76.72,0.0,-0.4225065863756116,-0.5490582416306397,VSSAB-B.ST,1542.8900146484375,589.5599975585938,-0.6178859206027523,-0.9620360777931944
83901,KABE GROUP AB,2910,2018,2011,9.58,,17564.0,2.81,0.78,102.14,21.49,11.76,15.24,12.16,5.0,398.0,2.63,226250.0,26.93,21440.0,15738.0,9.48,25.95,26.63,80506.0,8400.0,65.03,123792.0,6.25,14.99,0.06414473684210527,0.23273026315789475,0.20923143557648533,KABE-B.ST,121.75,111.25,-0.08624229979466119,-0.09018984091634953
83903,WIHLBORGS FASTIGHETER AB,6820,2018,2011,5.29,,96694.0,0.55,0.27,1015.43,7.26,4.83,7.1,6.61,,87.0,0.95,210520.0,1.37,121231.0,96549.0,57.59,6.62,14.91,813044.0,153713.0,30.14,2697998.0,,7.8,0.04084720121028745,0.18003025718608162,0.16554007983195113,WIHL.ST,47.0,46.75,-0.0053191489361702135,-0.005333345975362617
83906,ATRIUM LJUNGBERG AB,6831,2018,2011,10.72,,131945.0,0.29,0.38,1374.25,13.18,9.29,12.45,10.63,,260.0,1.19,293291.0,2.27,177810.0,131321.0,60.63,7.88,12.84,1385150.0,129221.0,41.17,3364810.0,,13.38,0.03574788334901223,0.25870178739416744,0.2300808623462259,ATRLJ-B.ST,87.0,78.69999694824219,-0.09540233392825072,-0.10026500200832746
83908,FABEGE AB,6831,2018,2011,5.22,,165803.0,0.11,0.21,1294.28,5.89,3.09,5.71,3.91,,124.0,0.51,261916.0,0.79,205729.0,165658.0,78.55,7.67,11.92,1726266.0,330783.0,38.72,4458818.0,,5.05,0.053708439897698204,0.2915601023017902,0.25585086928999395,FABG.ST,34.125,28.524999618530273,-0.16410257528116415,-0.17924937113015635
83910,OPUS GROUP AB,2651,2018,2011,0.18,,3923.0,1.46,0.0,25.51,0.14,0.08,0.1,0.13,0.02,169.0,0.0,33618.0,0.17,-671.0,-749.0,-2.0,-1.19,-1.93,34755.0,193062.0,73.37,47371.0,0.05,0.4,0.0,2.0769230769230766,1.1239300966523995,OPUS.ST,0.626579999923706,1.0830800533294678,0.7285582901805776,0.5472877027965166
83911,SKISTAR AB,9329,2018,2011,3.09,,62810.0,0.67,0.29,574.43,11.33,6.82,9.78,7.69,0.5,1123.0,0.5,251002.0,3.36,29867.0,28491.0,11.9,6.88,12.92,231235.0,74728.0,37.68,613746.0,0.05,6.15,0.0377113133940182,-0.20026007802340695,-0.22346870169912614,SKIS-B.ST,54.375,40.375,-0.2574712643678161,-0.2976937078660276
83914,KUNGSLEDEN AB,6831,2018,2011,8.21,,93021.0,0.73,0.75,911.64,9.47,5.95,8.93,6.68,0.42,258.0,2.36,297225.0,2.18,100658.0,92687.0,33.87,7.58,8.98,1120693.0,136502.0,36.91,3035948.0,-0.02,5.44,0.11227544910179643,-0.18562874251497,-0.20533892668070305,KLED.ST,57.00080108642578,42.29100036621094,-0.25806305244572864,-0.2984910157674029
83915,REJLERS AB,7112,2018,2011,4.53,,11686.0,1.7,0.49,89.92,11.61,7.3,9.44,8.93,2.0,1216.0,1.45,166390.0,16.52,14166.0,9339.0,8.51,23.4,31.05,45622.0,10070.0,48.84,93420.0,2.61,10.76,0.05487122060470325,0.20492721164613664,0.18641915984523075,REJL-B.ST,62.91289901733398,64.61319732666016,0.027026227306068025,0.02666746840618749
83917,ROTTNEROS AB,1711,2018,2011,0.96,,-9582.0,1.6,0.01,46.99,0.79,0.26,0.63,0.31,1.0,298.0,-0.07,232153.0,1.51,-17422.0,-20907.0,-7.51,-11.26,-11.83,147219.0,153394.0,75.28,195566.0,0.27,0.31,0.03225806451612903,0.0,0.0,RROS.ST,5.050000190734863,2.7100000381469727,-0.4633663493480739,-0.6224396320885646
83919,RNB RETAIL AND BRANDS AB,1413,2018,2011,182.89,,12951.0,1.37,0.0,79.04,301.17,80.42,211.29,95.55,1.0,1435.0,-97.12,471032.0,569.48,-84305.0,-70194.0,-17.9,-35.36,-55.73,151272.0,827.0,46.14,327834.0,84.94,66.56,0.0,-0.3034013605442176,-0.3615458741733288,RNBS.ST,189.5540008544922,86.23370361328125,-0.5450705169790795,-0.7876128544137988
83920,BONG AB,1723,2018,2011,4.11,,13466.0,1.28,0.0,45.43,5.3,2.47,4.65,2.6,10.0,2431.0,0.33,467530.0,26.75,-3278.0,-2637.0,-0.7,2.84,-4.57,71815.0,17481.0,20.9,343648.0,3.77,1.36,0.0,-0.4769230769230769,-0.6480267452794757,BONG.ST,31.5,15.100000381469727,-0.5206349085247706,-0.7352927767478132
83921,CATELLA AB,4651,2018,2011,1.74,,4791.0,1.07,0.0,80.46,2.19,0.85,1.51,1.02,2.0,341.0,-0.03,118037.0,1.49,-2759.0,2904.0,-2.34,-0.2,-2.0,137637.0,79168.0,24.26,567243.0,,0.85,0.0,-0.1666666666666667,-0.1823215567939547,CAT-B.ST,14.300000190734865,7.4000000953674325,-0.4825174827506661,-0.658779537506349
83923,XANO INDUSTRI AB,3101,2018,2011,3.64,,19278.0,1.13,0.17,59.1,4.01,2.81,3.01,2.97,5.0,732.0,0.81,170392.0,8.56,15147.0,11986.0,8.89,18.45,20.91,72435.0,19916.0,48.17,150360.0,1.95,4.04,0.057239057239057235,0.3602693602693602,0.3076827391584505,XANO-B.ST,11.25,13.056300163269045,0.16056001451280386,0.14890265975351052
83925,WALLENSTAM AB,6831,2018,2011,4.83,,112665.0,0.04,0.1,1426.69,5.28,3.52,4.32,4.61,,184.0,0.4,245800.0,0.79,134007.0,106857.0,54.52,8.58,8.97,1494693.0,309500.0,35.54,4205613.0,,6.1,0.02169197396963124,0.32321041214750523,0.2800609141707083,WALL-B.ST,32.666698455810554,32.125,-0.01658258965298628,-0.016721619923662452
83926,DORO AB,2630,2018,2011,1.33,,10381.0,1.98,0.0,76.69,5.18,2.82,4.63,3.96,1.0,70.0,0.47,108222.0,5.59,10584.0,8406.0,9.78,27.44,41.12,25742.0,19349.0,39.51,65160.0,0.69,3.77,0.0,-0.04797979797979797,-0.049169023806469814,DORO.ST,30.60000038146973,27.899999618530273,-0.08823531795033825,-0.09237334627009612
83928,HUFVUDSTADEN AB (PUBL),6831,2018,2011,8.93,,209460.0,0.6,0.36,2064.54,11.72,8.18,11.45,10.17,5.0,93.0,0.67,208676.0,1.03,284028.0,208386.0,,9.52,15.67,1812927.0,202997.0,55.02,3295004.0,,12.6,0.035398230088495575,0.2389380530973451,0.21425460389696369,HUFV-A.ST,75.1500015258789,69.94999694824219,-0.06919500295480402,-0.07170547901964013
83929,ELECTRA GRUPPEN AB,4649,2018,2011,4.64,,2505.0,1.96,0.73,21.97,7.99,3.41,7.95,4.22,,95.0,0.59,151837.0,29.19,3204.0,2297.0,2.11,13.02,13.26,24152.0,5201.0,47.58,50763.0,3.43,5.98,0.17298578199052134,0.4170616113744078,0.34858543991462,ELEC.ST,46.70000076293945,34.0,-0.2719486200312446,-0.3173836563957233
83930,HIQ INTERNATIONAL AB,6209,2018,2011,1.89,,21541.0,2.32,0.32,222.11,6.11,3.51,5.44,4.21,0.01,1107.0,0.51,187959.0,3.56,27004.0,19701.0,14.37,26.2,27.11,99628.0,52752.0,71.22,139891.0,0.59,5.53,0.07600950118764846,0.3135391923990499,0.2727251678399535,HIQ.ST,38.099998474121094,38.79999923706055,0.018372724172546075,0.018205984882500158
83931,SEMCON AB,6209,2018,2011,3.54,,13880.0,1.37,0.0,63.11,7.69,3.06,4.27,3.48,1.0,2727.0,0.89,355982.0,19.65,14577.0,10076.0,4.1,15.69,22.72,64172.0,18113.0,38.36,167298.0,3.28,7.38,0.0,1.1206896551724137,0.7517413448259981,SEMC.ST,42.5,38.0,-0.10588235294117647,-0.11191791620398532
83933,DIOS FASTIGHETER AB,6831,2018,2011,5.29,,27474.0,0.49,0.16,309.22,6.4,3.98,5.66,4.14,,72.0,0.94,117355.0,1.57,36468.0,27244.0,31.08,3.53,9.22,395556.0,74729.0,22.94,1724657.0,,5.38,0.03864734299516909,0.29951690821256044,0.26199258633647005,DIOS.ST,31.683000564575195,25.409099578857425,-0.19802104831991926,-0.22067291624795232
83935,NETENT AB (PUBL),6201,2018,2011,0.17,,23438.0,1.27,0.0,315.4,1.73,1.25,1.69,1.55,,231.0,0.09,61974.0,0.3,18728.0,16786.0,30.22,54.27,54.2,34552.0,203662.0,53.79,64233.0,,2.05,0.0,0.3225806451612901,0.2795848622191615,NET-B.ST,9.833330154418944,10.625,0.08050882388254711,0.07743206341229761
83936,CONSILIUM AB,2651,2018,2011,3.32,,7085.0,1.39,0.0,27.43,3.82,2.13,3.77,2.54,5.0,405.0,0.74,142341.0,13.19,5575.0,1800.0,3.92,13.27,15.57,35803.0,10795.0,32.14,111401.0,3.29,2.1,0.0,-0.17322834645669288,-0.190226736301068,CONS-B.ST,21.700000762939453,15.300000190734865,-0.29493089157558416,-0.34945945484019275
83937,MQ HOLDING AB,1419,2018,2011,3.71,,20114.0,1.16,0.17,106.44,4.97,2.54,4.35,3.03,,,0.54,235117.0,6.69,16807.0,12163.0,7.15,8.84,12.89,130359.0,35157.0,50.37,258802.0,0.62,3.01,0.05610561056105611,-0.006600660066006607,-0.006622540760493382,MQ.ST,17.490299224853516,18.35759925842285,0.049587489751856985,0.048397220074018615
83943,PROFILGRUPPEN AB,2442,2018,2011,4.75,,5183.0,1.07,0.0,26.14,8.13,4.69,7.88,5.3,5.0,391.0,0.52,129927.0,26.34,1539.0,1089.0,1.18,6.64,6.57,23433.0,4933.0,31.46,74495.0,3.44,4.61,0.0,-0.13018867924528293,-0.13947896354951886,PROF-B.ST,45.40349960327149,31.9330997467041,-0.2966819732899354,-0.3519461043884236
83944,KARO PHARMA AB,2120,2018,2011,0.87,,-32553.0,2.99,0.0,83.17,5.95,2.35,5.81,4.3,,68.0,-1.73,0.0,0.0,-32903.0,-32903.0,,-194.3,-195.5,16830.0,19353.0,67.59,24899.0,-0.07,1.08,0.0,-0.7488372093023256,-1.3816539815633884,KARO.ST,17.845600128173828,3.244659900665283,-0.8181815194019303,-1.7047464489503923
83946,BTS GROUP AB,6209,2018,2011,2.62,,9311.0,1.66,0.24,114.83,10.45,5.81,8.64,6.68,0.33,335.0,0.75,101301.0,5.89,12815.0,8376.0,12.65,28.87,28.45,45044.0,17195.0,59.94,75153.0,,9.42,0.03592814371257485,0.4101796407185629,0.34371710103971737,BTS-B.ST,67.0,55.5,-0.17164179104477612,-0.1883095986385773
83948,FINGERPRINT CARDS AB,2611,2018,2011,0.07,,1205.0,8.93,0.0,57.26,0.29,0.13,0.26,0.27,0.2,19.0,0.0,9963.0,0.05,488.0,488.0,4.9,3.18,3.16,15431.0,212048.0,90.99,16960.0,0.04,0.38,0.0,0.4074074074074073,0.3417492937220567,FING-B.ST,1.4800000190734863,1.4600000381469729,-0.013513500451867638,-0.013605638815206152
83950,FAST PARTNER AB,6820,2018,2011,1.8,,32681.0,0.14,0.12,311.93,2.61,1.8,2.26,1.94,10.0,29.0,0.25,67468.0,0.42,48841.0,32623.0,72.39,9.2,16.83,290140.0,161134.0,30.39,954774.0,-0.03,2.92,0.061855670103092786,0.5051546391752577,0.4088956432049536,FPAR.ST,15.977999687194824,16.956199645996097,0.06122167842982398,0.05942077129539512
83951,G5 ENTERTAINMENT AB (PUBL),5829,2018,2011,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,G5EN.ST,23.29999923706055,39.400001525878906,0.6909872453218794,0.5253125272043067
83952,MIDWAY HOLDING AB,3109,2018,2011,5.09,,5140.0,1.32,0.22,41.53,6.59,2.37,6.26,2.58,10.0,1036.0,0.28,326510.0,20.32,-3078.0,-2149.0,-0.94,-0.76,-3.76,81842.0,16069.0,40.93,199951.0,5.09,2.51,0.08527131782945736,-0.027131782945736545,-0.0275066457898337,MIDW-B.ST,37.70000076293945,19.700000762939453,-0.4774535712395712,-0.6490414402192526
83953,BEIJER ELECTRONICS GROUP AB,2611,2018,2011,3.37,,21533.0,1.5,0.56,167.0,12.53,7.3,10.26,8.82,1.0,668.0,1.17,206159.0,10.89,19307.0,13835.0,9.37,14.81,30.28,63759.0,18934.0,29.7,214695.0,2.74,9.53,0.0634920634920635,0.08049886621315183,0.07742284764741073,BELE.ST,67.06670379638672,61.8406982421875,-0.077922504885066,-0.08112600785684301
83954,TETHYS OIL AB,610,2018,2011,2.03,,11219.0,12.59,0.0,207.9,10.16,3.77,8.35,6.39,0.17,12.0,0.37,15034.0,0.46,10034.0,10017.0,66.74,,15.17,66141.0,32544.0,98.0,67492.0,,8.19,0.0,0.28169014084507044,0.2481796294755347,TETY.ST,56.75,51.75,-0.0881057268722467,-0.09223122421603362
83955,ENIRO AB,1812,2018,2011,471.29,,93210.0,0.63,0.0,166.54,447.17,121.23,406.52,166.24,,3626.0,19.71,629673.0,628.54,-33102.0,-30925.0,-5.26,2.29,-7.01,472146.0,1002.0,33.5,1409614.0,83.91,169.88,0.0,0.021896053897978742,0.021659778094152992,ENRO.ST,426.3659973144531,274.218994140625,-0.3568460058544884,-0.4413710901905865
83956,NOTE AB,2611,2018,2011,1.3,,8598.0,1.32,0.0,27.67,1.71,0.9,1.23,0.96,0.5,939.0,0.32,178629.0,6.19,8170.0,5719.0,4.57,25.25,21.69,37666.0,28873.0,40.96,91951.0,1.39,1.16,0.0,0.2083333333333333,0.1892419996385284,NOTE.ST,10.350000381469727,8.300000190734862,-0.19806764397855586,-0.2207310187856999
83957,HMS NETWORKS AB,2630,2018,2011,0.97,,9311.0,1.63,0.07,153.42,4.34,2.76,3.92,3.44,,240.0,0.24,55855.0,1.25,10710.0,7830.0,19.18,23.37,24.71,43344.0,44612.0,76.33,56784.0,0.18,4.31,0.020348837209302327,0.25290697674418594,0.22546643273034944,HMS.ST,26.375,26.625,0.009478672985781993,0.009434032233358714
83958,EOLUS VIND AB,3512,2018,2011,3.13,,27512.0,4.38,0.0,181.01,5.22,3.07,3.09,4.24,,42.0,0.73,256935.0,6.02,29852.0,22064.0,11.62,16.8,22.34,133658.0,42715.0,59.21,225732.0,,1.91,0.0,-0.5495283018867925,-0.7974600271853279,EOLU-B.ST,55.0,44.599998474121094,-0.18909093683416192,-0.2095993604189846
83964,PRICER AB,6209,2018,2011,0.93,,23056.0,3.14,0.04,179.15,2.24,1.0,1.09,1.66,,66.0,0.1,88998.0,0.82,10822.0,21822.0,12.16,10.83,10.78,100404.0,108239.0,81.88,122621.0,0.39,1.37,0.024096385542168683,-0.1746987951807228,-0.1920068625284181,PRIC-B.ST,14.0,12.449999809265135,-0.11071429933820452,-0.11733672202461147
83966,TRADEDOUBLER AB,7311,2018,2011,1.97,,-3304.0,1.18,0.0,169.67,7.55,2.99,7.11,3.96,0.4,498.0,0.4,429271.0,10.03,-5804.0,-7390.0,-1.35,-6.53,-6.88,84330.0,42807.0,40.43,208581.0,,1.92,0.0,-0.5151515151515151,-0.723918839226699,TRAD.ST,46.79999923706055,31.10000038146973,-0.3354700664857729,-0.40867535517037984
83967,VITROLIFE AB,3250,2018,2011,0.51,,6920.0,2.5,0.03,127.24,1.51,0.95,1.11,1.3,1.0,211.0,0.06,52025.0,0.53,6548.0,4408.0,12.59,11.56,13.15,49795.0,97814.0,73.48,67770.0,0.15,1.24,0.023076923076923075,-0.04615384615384618,-0.04725288485054562,VITR.ST,5.352419853210449,6.603109836578369,0.23366813846222104,0.20999195776050508
83970,GHP SPECIALTY CARE AB,8621,2018,2011,0.9,,3296.0,1.78,0.0,74.84,2.03,1.05,1.5,1.13,,380.0,-0.03,100701.0,1.52,-2715.0,-4907.0,-2.7,-1.88,-4.58,59251.0,66082.0,53.86,110008.0,0.1,0.6,0.0,-0.4690265486725663,-0.6330432564902398,GHP.ST,10.850000381469727,7.5,-0.30875578467177345,-0.3692620946027033
83971,STRAX AB,6619,2018,2011,1.24,,-2259.0,1.69,0.0,35.09,1.34,0.89,1.26,0.94,0.5,,-0.1,15.0,0.0,-2265.0,-2268.0,,-3.93,-4.91,46137.0,37188.0,95.54,48291.0,0.0,1.01,0.0,0.07446808510638303,0.0718257345712556,STRAX.ST,7.476620197296143,6.80564022064209,-0.08974375572758224,-0.09402913199690437
83973,MOMENT GROUP AB,7410,2018,2011,1.55,,3779.0,0.94,0.0,21.88,2.76,1.47,2.4,1.66,0.5,595.0,0.02,112278.0,8.53,1488.0,1016.0,1.33,6.63,7.3,20374.0,13161.0,34.42,59198.0,0.34,1.74,0.0,0.048192771084337394,0.047067510857985946,MOMENT.ST,17.200000762939453,16.0,-0.06976748312273766,-0.07232070593657004
83975,CATENA AB,6831,2018,2011,3.73,,8892.0,4.04,0.29,96.54,33.39,7.84,22.21,8.35,,5.0,0.1,3932.0,0.34,13173.0,8862.0,,15.74,30.51,43182.0,11565.0,41.85,103193.0,,9.69,0.03473053892215569,0.16047904191616766,0.14883288703991074,CATE.ST,208.0,68.75,-0.6694711538461539,-1.1070613431546372
83980,CONCORDIA MARITIME AB,5222,2018,2011,5.9,,31912.0,2.01,0.16,82.22,2.98,1.74,2.98,1.88,8.0,380.0,0.36,81246.0,1.86,11078.0,12312.0,13.64,3.22,4.29,258083.0,43730.0,47.3,545639.0,,1.56,0.08510638297872343,-0.17021276595744672,-0.18658595558041205,CCOR-B.ST,18.5,14.399999618530273,-0.22162164224160685,-0.2505425519932778
83982,AVANZA BANK HOLDING AB,6420,2018,2011,0.89,,,,0.0,681.58,7.38,3.96,6.84,4.78,2.5,260.0,,100905.0,0.71,49509.0,42249.0,49.07,,38.97,127038.0,142690.0,2.21,5746621.0,,4.04,0.0,-0.1548117154811716,-0.16819585453030592,AZA.ST,48.79999923706055,37.20000076293945,-0.237704890481056,-0.2714215154368705
83988,LAMMHULTS DESIGN GROUP AB,3109,2018,2011,7.22,,3122.0,1.5,0.08,23.99,5.76,2.8,5.37,3.27,10.0,400.0,0.37,110516.0,15.05,1815.0,886.0,1.64,4.36,3.42,53008.0,7344.0,52.17,101616.0,4.31,3.14,0.024464831804281342,-0.03975535168195715,-0.04056718498900005,LAMM-B.ST,32.799999237060554,23.899999618530273,-0.2713414580959566,-0.3165500491533602
83989,COREM PROPERTY GROUP AB,2660,2018,2011,7.68,,5082.0,0.08,0.18,220.38,7.52,5.08,6.53,5.81,,33.0,1.3,72158.0,1.9,6388.0,4936.0,8.85,4.67,2.19,291534.0,37948.0,29.17,999318.0,-0.06,6.15,0.030981067125645436,0.05851979345955264,0.05687151095460685,CORE-A.ST,4.527269840240479,3.963639974594116,-0.12449663606011688,-0.13295628495649262
83992,WISE GROUP AB,7022,2018,2011,1.29,,2725.0,0.77,0.26,18.47,3.92,1.48,1.48,2.82,,177.0,0.5,32209.0,4.91,3246.0,2380.0,10.08,33.62,38.44,8445.0,6559.0,33.13,25490.0,0.87,4.27,0.0921985815602837,0.5141843971631205,0.414876942290511,WISE.ST,19.0,36.20000076293945,0.9052631980494448,0.6446201607409603
83994,BIOTAGE AB,7211,2018,2011,1.03,,8991.0,3.85,0.04,60.12,1.06,0.63,0.98,0.75,,269.0,0.03,62399.0,0.78,4063.0,3766.0,6.51,4.74,4.96,81870.0,79638.0,80.67,101493.0,0.23,1.28,0.05333333333333334,0.7066666666666667,0.5345421503833068,BIOT.ST,6.699999809265138,7.0999999046325675,0.059701508470834434,0.05798727268620699
83996,VENUE RETAIL GROUP AB,4772,2018,2011,4.2,,8352.0,0.9,0.0,39.25,8.99,2.68,3.0,5.05,5.0,403.0,0.85,131839.0,16.95,5317.0,5402.0,4.03,17.1,16.26,32697.0,7779.0,46.14,70858.0,1.7,5.57,0.0,0.10297029702970306,0.09800681065192428,VRG-B.ST,10.60569953918457,9.500929832458496,-0.10416754714239393,-0.11000187807143733
84000,A3 ALLMANNA IT - OCH TELEKOMAKTIEBOLAGET (PUBL),6190,2018,2011,1.49,,2879.0,0.6,0.0,44.89,4.43,1.89,1.92,3.63,,152.0,-0.13,88612.0,7.17,-2647.0,-2634.0,-2.99,-6.0,-14.39,18402.0,12367.0,22.35,82329.0,-0.47,2.64,0.0,-0.27272727272727265,-0.3184537311185346,ATRE.ST,18.799999237060547,26.70000076293945,0.4202128641742489,0.35080676472669786
84002,OREXO AB,2120,2018,2011,1.51,,-10589.0,3.01,0.0,120.11,7.4,3.48,5.92,4.02,0.4,118.0,-1.71,30242.0,1.01,-52183.0,-51107.0,,-81.1,-115.53,45168.0,29865.0,56.97,79286.0,0.27,7.63,0.0,0.8980099502487564,0.640805942665436,ORX.ST,47.87459945678711,25.899999618530273,-0.4590033146510541,-0.6143421270510129
84004,PREVAS AB,6209,2018,2011,2.85,,6382.0,1.6,0.32,31.53,4.82,2.9,2.96,3.4,2.5,476.0,0.74,89314.0,9.62,6695.0,4903.0,7.5,22.18,25.32,26445.0,9282.0,53.98,48993.0,1.48,2.61,0.09411764705882353,-0.2323529411764706,-0.26442521028751376,PREV-B.ST,23.0,29.899999618530273,0.2999999834143597,0.26236425170930605
84006,MEDCAP AB,2120,2018,2011,2.28,,4127.0,1.79,0.0,33.87,3.75,1.85,2.25,3.12,0.04,175.0,0.4,52998.0,4.88,4120.0,2252.0,7.78,11.77,16.61,24802.0,10864.0,47.99,51683.0,1.07,2.37,0.0,-0.24038461538461536,-0.2749430466743512,MCAP.ST,19.100000381469727,15.800000190734865,-0.17277487564536534,-0.1896784029200732
